Datetime;Open;High;Low;Close;Volume
;BTC-USD;BTC-USD;BTC-USD;BTC-USD;BTC-USD
2023-01-22 21:00:00+00:00;22457,01171875;1,0068215401126632;0,9969225055857589;1,0059590415368251;0
2023-01-22 22:00:00+00:00;22596,6953125;1,002841175268646;0,9983495408793529;1,002801156280803;0
2023-01-22 23:00:00+00:00;22663,859375;1,003626195891449;0,9997574090633008;1,0025005394739837;0
2023-01-23 00:00:00+00:00;22721,087890625;1,002738456161277;0,9982359105583788;1,001362566111448;35155968
2023-01-23 01:00:00+00:00;22751,560546875;1,0019718771008066;0,9992714270372423;0,9992714270372423;0
2023-01-23 02:00:00+00:00;22728,18359375;1,0008723166016862;0,9993375343628806;1,00082943550778;0
2023-01-23 03:00:00+00:00;22746,34765625;1,0005892944694934;0,9970834088233602;0,9970834088233602;12163072
2023-01-23 04:00:00+00:00;22681,7734375;1,0029496081483378;0,9997119624202665;1,0029252390496637;0
2023-01-23 05:00:00+00:00;22748,529296875;1,0003448025099837;0,9987855499243727;0,9989544310342178;0
2023-01-23 06:00:00+00:00;22722,95703125;1,0025695895034568;0,9991463925954565;1,0021916505488926;3723264
2023-01-23 07:00:00+00:00;22770,44921875;1,0003886444790784;0,9956316737959612;0,996716893383094;199774208
2023-01-23 08:00:00+00:00;22696,48046875;1,0027234398780511;0,9998340877121814;1,001490026588993;116236288
2023-01-23 09:00:00+00:00;22727,521484375;1,002029993406088;0,9995460830932624;1,0018934402132051;0
2023-01-23 10:00:00+00:00;22771,546875;1,0070509284132678;1,0;1,0068098277798705;457318400
2023-01-23 11:00:00+00:00;22920,6953125;1,0;0,9969106283247706;0,9988150378564132;2584576
2023-01-23 12:00:00+00:00;22895,513671875;1,0021410103285961;0,998225123081649;1,0014594152801668;159354880
2023-01-23 13:00:00+00:00;22926,060546875;1,000063297916885;0,993036888373229;0,9943201407582102;436938752
2023-01-23 14:00:00+00:00;22798,255859375;1,0107190217316344;0,9970144029144226;1,0072481901584611;1306054656
2023-01-23 15:00:00+00:00;22886,94140625;1,0003527018084992;0,9898353950132248;0,9996373136496197;563124224
2023-01-23 16:00:00+00:00;22877,20703125;1,0014441058880077;0,9976785880460646;1,001008526329;129781760
2023-01-23 17:00:00+00:00;22904,6328125;1,0035452707609303;0,9985231733618302;1,0035452707609303;0
2023-01-23 18:00:00+00:00;22996,634765625;1,0056465462805062;1,0;1,002978102179862;989353984
2023-01-23 19:00:00+00:00;23037,466796875;1,0;0,9859807177218022;0,9893410725378318;974866432
2023-01-23 20:00:00+00:00;22792,0390625;1,0066307760282254;0,9999075369312407;1,0066307760282254;0
2023-01-23 21:00:00+00:00;22955,69140625;1,001868494281698;1,0;1,0014566955328514;0
2023-01-23 22:00:00+00:00;22990,609375;1,0010291226241148;0,9968999741062757;0,9976674409864353;0
2023-01-23 23:00:00+00:00;22933,328125;1,000931368307451;0,9986751677587136;1,0001553416050466;0
2023-01-24 00:00:00+00:00;22929,626953125;1,0029895308922876;0,9987608144450807;1,0022402103446781;0
2023-01-24 01:00:00+00:00;22984,859375;1,0032457677642415;0,9988686506266693;1,0032457677642415;173848576
2023-01-24 02:00:00+00:00;23066,94140625;1,0028875706016642;1,0;1,0001479220549836;358406144
2023-01-24 03:00:00+00:00;23069,58984375;1,0005066193234973;0,9986419317232254;1,0005028095190927;0
2023-01-24 04:00:00+00:00;23080,9921875;1,0011675089790808;0,9996508558347693;0,9996508558347693;0
2023-01-24 05:00:00+00:00;23075,3046875;1,0025258672437627;0,9985517864573159;1,0012081706667606;210608128
2023-01-24 06:00:00+00:00;23106,724609375;1,0011809163711558;0,9995735650209375;0,9995735650209375;37105664
2023-01-24 07:00:00+00:00;23099,302734375;1,0004800097540822;0,9979946465848917;0,9981483646988465;0
2023-01-24 08:00:00+00:00;23057,603515625;1,000916183678225;0,9995437717001738;1,0001170641497141;0
2023-01-24 09:00:00+00:00;23059,638671875;1,0;0,9906062193522486;0,9920793018442752;1051195392
2023-01-24 10:00:00+00:00;22874,6171875;1,0031668050455762;1,0;1,0022078579866944;0
2023-01-24 11:00:00+00:00;22922,7109375;1,000449370114996;0,9990542267204298;0,999542194609808;0
